################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4524338473363434E-01 a      1072     1     7     2    22
  2.6133252602510106E+00 a      1073     1     7     2    23
 -7.7394577690656816E-02 a      1074     1     7     2    24
  2.2456710409584507E-01 a      1075     1     7     2    25
  5.4947853549214820E-01 a      1076     1     8     2     1
 -2.8592674123937084E-01 a      1077     1     8     2     2
 -4.1179468645822515E-01 a      1078     1     8     2     3
 -6.8589466135105182E-01 a      1079     1     8     2     4
 -7.5263525603751519E-02 a      1080     1     8     2     5
  1.8872195419487332E+00 a      1081     1     8     2     6
 -1.3825159304375341E+00 a      1082     1     8     2     7
  2.0401836021832098E+00 a      1083     1     8     2     8
 -1.9991999635773487E+00 a      1084     1     8     2     9
  1.1377505915354709E+00 a      1085     1     8     2    10
 -7.0948547491483804E-01 a      1086     1     8     2    11
 -5.2596744379838245E-01 a      1087     1     8     2    12
  3.9359370608878208E-01 a      1088     1     8     2    13
 -6.4471552099031237E-01 a      1089     1     8     2    14
 -1.2586102509154586E+00 a      1090     1     8     2    15
 -7.1048739060569588E-01 a      1091     1     8     2    16
  5.3464091022326632E-01 a      1092     1     8     2    17
  9.2538044298922018E-01 a      1093     1     8     2    18
  3.0695081299468381E+00 a      1094     1     8     2    19
  1.4205758009430196E+00 a      1095     1     8     2    20
  3.0340645901936220E-01 a      1096     1     8     2    21
 -2.3068082876814550E-01 a      1097     1     8     2    22
 -1.1494765458314453E+00 a      1098     1     8     2    23
 -1.5781023516722350E+00 a      1099     1     8     2    24
 -9.3230466808438017E-01 a      1100     1     8     2    25
 -2.5556691125106279E-01 a      1101     1     9     2     1
  1.2966204988023418E+00 a      1102     1     9     2     2
  5.5651598919123124E-01 a      1103     1     9     2     3
  5.4747210915990552E-01 a      1104     1     9     2     4
  3.7759226584577527E-01 a      1105     1     9     2     5
 -5.5472859313079148E-01 a      1106     1     9     2     6
  3.2346641705233501E+00 a      1107     1     9     2     7
 -4.1814162124764964E-01 a      1108     1     9     2     8
  1.2191839926559471E+00 a      1109     1     9     2     9
  6.6009546282063702E-01 a      1110     1     9     2    10
 -7.1474255672515963E-01 a      1111     1     9     2    11
 -1.6573349163544285E-01 a      1112     1     9     2    12
 -1.0007033970150728E-01 a      1113     1     9     2    13
 -1.2948147462667268E+00 a      1114     1     9     2    14
 -2.2258587340820327E-01 a      1115     1     9     2    15
  1.7714464438517005E-01 a      1116     1     9     2    16
  1.3689975328246731E+00 a      1117     1     9     2    17
 -3.7422722152068844E-01 a      1118     1     9     2    18
 -7.1812740712354983E-01 a      1119     1     9     2    19
  3.7905444382660436E+00 a      1120     1     9     2    20
 -5.4786163414697142E-01 a      1121     1     9     2    21
  2.3520631735282591E-01 a      1122     1     9     2    22
 -4.5448199653543329E+00 a      1123     1     9     2    23
 -2.2642433076960738E-01 a      1124     1     9     2    24
  6.5065365643978645E-01 a      1125     1     9     2    25
  6.4156616001232469E-01 a      1126     1    10     2     1
 -6.3805862951392844E-02 a      1127     1    10     2     2
 -3.3232911738733067E-01 a      1128     1    10     2     3
  1.1710794165339409E+00 a      1129     1    10     2     4
 -2.2911075058258182E-01 a      1130     1    10     2     5
 -2.0863701397662593E-01 a      1131     1    10     2     6
 -1.6248192728448027E-01 a      1132     1    10     2     7
  6.3021910353518540E-01 a      1133     1    10     2     8
  1.5266142212145187E-01 a      1134     1    10     2     9
  1.6113337116661375E-01 a      1135     1    10     2    10
 -1.0892163012495790E+00 a      1136     1    10     2    11
 -4.6398754144768756E-01 a      1137     1    10     2    12
  1.9464693099033985E+00 a      1138     1    10     2    13
 -7.5559623696022660E-01 a      1139     1    10     2    14
 -3.1780079665632577E-01 a      1140     1    10     2    15
  8.3142321244877415E-02 a      1141     1    10     2    16
  1.3442020064915794E+00 a      1142     1    10     2    17
  5.2003082328910794E-02 a      1143     1    10     2    18
  2.7632434034377735E+00 a      1144     1    10     2    19
 -1.1995321599959942E-01 a      1145     1    10     2    20
 -1.1278235661911074E+00 a      1146     1    10     2    21
 -4.5180672383769410E-01 a      1147     1    10     2    22
  2.8353599320917522E-01 a      1148     1    10     2    23
 -4.5901460274491768E-02 a      1149     1    10     2    24
  4.1270025347327494E-01 a      1150     1    10     2    25
 -6.5706568378076236E-01 a      1151     1    11     2     1
 -5.2976992073175089E-01 a      1152     1    11     2     2
  7.6276617677047676E-01 a      1153     1    11     2     3
  1.7780684694893445E+00 a      1154     1    11     2     4
 -7.8421212920251437E-01 a      1155     1    11     2     5
  1.2752621062344931E+00 a      1156     1    11     2     6
  3.0208004968915297E-01 a      1157     1    11     2     7
 -1.0858848749087620E+00 a      1158     1    11     2     8
  4.2031138363873422E-01 a      1159     1    11     2     9
  9.6076494460808803E-01 a      1160     1    11     2    10
 -2.0919113608295672E+00 a      1161     1    11     2    11
  1.2699623647799116E-01 a      1162     1    11     2    12
 -1.9863587038379107E+00 a      1163     1    11     2    13
  3.6889134195564068E+00 a      1164     1    11     2    14
  2.2449937528921962E+00 a      1165     1    11     2    15
 -2.8390030461137243E+00 a      1166     1    11     2    16
 -3.2969310400327907E+00 a      1167     1    11     2    17
  3.3429560236374961E-01 a      1168     1    11     2    18
 -2.8309661797975512E+00 a      1169     1    11     2    19
  8.4217440021107581E+00 a      1170     1    11     2    20
  1.2204630061809172E+00 a      1171     1    11     2    21
  2.1465343769938244E-01 a      1172     1    11     2    22
 -8.2912072882517718E-01 a      1173     1    11     2    23
 -2.5416946799523097E+00 a      1174     1    11     2    24
 -1.7750958466691666E+00 a      1175     1    11     2    25
 -3.1902633463324932E+00 a      1176     1    12     2     1
 -2.8898223757034547E+00 a      1177     1    12     2     2
  1.5841080600298256E+00 a      1178     1    12     2     3
  3.6070947571207068E-01 a      1179     1    12     2     4
  3.5891531064257837E-01 a      1180     1    12     2     5
  7.5433334017955866E+00 a      1181     1    12     2     6
 -7.4550394555985378E-01 a      1182     1    12     2     7
  1.7554482249757735E-02 a      1183     1    12     2     8
 -9.2860840574402950E+00 a      1184     1    12     2     9
 -1.2226875439737437E+00 a      1185     1    12     2    10
 -5.4329467605916202E+00 a      1186     1    12     2    11
  3.4943539109209953E-01 a      1187     1    12     2    12
  2.6878248404164582E+00 a      1188     1    12     2    13
 -5.1046866342110986E-01 a      1189     1    12     2    14
 -4.2025666984959766E+00 a      1190     1    12     2    15
 -1.2512387216202583E+00 a      1191     1    12     2    16
 -5.3891839131039285E+00 a      1192     1    12     2    17
 -4.4300237897270494E+00 a      1193     1    12     2    18
  4.3468998570565009E+00 a      1194     1    12     2    19
  8.8846225879411378E+00 a      1195     1    12     2    20
  5.7280685269779559E+00 a      1196     1    12     2    21
 -2.5040869375405816E+00 a      1197     1    12     2    22
 -9.6288762572051212E+00 a      1198     1    12     2    23
 -7.8453764386624408E-02 a      1199     1    12     2    24
 -3.6366551794697659E+00 a      1200     1    12     2    25
 -1.0441846739935172E+00 a      1201     1    13     2     1
  1.2589938290727851E+00 a      1202     1    13     2     2
 -4.5591904206313505E-01 a      1203     1    13     2     3
 -1.1464630989149989E-01 a      1204     1    13     2     4
 -9.9357545084427834E-01 a      1205     1    13     2     5
 -1.9864222070538886E+00 a      1206     1    13     2     6
  2.4750954782463422E-01 a      1207     1    13     2     7
 -1.6698981793965198E-01 a      1208     1    13     2     8
  2.9901314425471792E+00 a      1209     1    13     2     9
 -2.2443705841013641E+00 a      1210     1    13     2    10
 -7.6535673582545904E-01 a      1211     1    13     2    11
 -4.3236125962698518E-01 a      1212     1    13     2    12
 -2.3611479017547659E+00 a      1213     1    13     2    13
  6.7590075080974599E-01 a      1214     1    13     2    14
 -2.9336450914186374E-01 a      1215     1    13     2    15
  3.3493926702975063E-01 a      1216     1    13     2    16
  4.8533885295479724E+00 a      1217     1    13     2    17
 -1.1021686263739499E+00 a      1218     1    13     2    18
 -1.3138896105699625E+00 a      1219     1    13     2    19
  1.7749010167886372E+00 a      1220     1    13     2    20
  1.3523790026675868E+00 a      1221     1    13     2    21
 -6.5656734863899979E-01 a      1222     1    13     2    22
 -3.4683868015941903E+00 a      1223     1    13     2    23
  9.5639977510190477E-01 a      1224     1    13     2    24
 -5.4729411312500431E-01 a      1225     1    13     2    25
 -5.6800389667899087E-01 a      1226     1    14     2     1
 -1.0168423976844105E+00 a      1227     1    14     2     2
 -9.2946227161342029E-03 a      1228     1    14     2     3
  2.4230308727684413E+00 a      1229     1    14     2     4
  5.6017747933994644E-01 a      1230     1    14     2     5
 -1.3709294228341693E+00 a      1231     1    14     2     6
 -1.4449463866630350E+00 a      1232     1    14     2     7
  2.5681954229318561E-02 a      1233     1    14     2     8
  1.1464194912074219E-01 a      1234     1    14     2     9
 -9.3753290439343784E-01 a      1235     1    14     2    10
 -8.3239662508056900E-01 a      1236     1    14     2    11
  1.1753482053862982E-01 a      1237     1    14     2    12
 -1.1599673175327559E-01 a      1238     1    14     2    13
  6.8288838321011347E-02 a      1239     1    14     2    14
 -1.0940563563824275E+00 a      1240     1    14     2    15
 -6.0832004376485442E-02 a      1241     1    14     2    16
 -3.4025725303379016E-02 a      1242     1    14     2    17
 -3.5584054463302428E-01 a      1243     1    14     2    18
 -7.0856184586221582E-01 a      1244     1    14     2    19
 -1.7552349184760481E+00 a      1245     1    14     2    20
  1.1876101334972249E+00 a      1246     1    14     2    21
 -1.1983436333668940E+00 a      1247     1    14     2    22
  8.1138856401735326E-01 a      1248     1    14     2    23
  2.7349826512647035E-01 a      1249     1    14     2    24
 -6.4721436152645140E-01 a      1250     1    14     2    25
  3.1910862171688104E-01 a      1251     1    15     2     1
 -7.9981963383525201E-01 a      1252     1    15     2     2
 -1.3982126086601878E+00 a      1253     1    15     2     3
 -4.6443803624759594E-01 a      1254     1    15     2     4
 -1.5888477519233288E+00 a      1255     1    15     2     5
  1.1893490598510847E+00 a      1256     1    15     2     6
 -7.2121926923313118E-01 a      1257     1    15     2     7
  1.9178810657546352E+00 a      1258     1    15     2     8
 -1.2902322214836408E+00 a      1259     1    15     2     9
  1.5279919355939748E+00 a      1260     1    15     2    10
  8.9087454678381839E-01 a      1261     1    15     2    11
  1.4412982780167777E-01 a      1262     1    15     2    12
 -2.5418663868632976E-02 a      1263     1    15     2    13
 -2.3175378379059479E+00 a      1264     1    15     2    14
  8.2166407865474900E-01 a      1265     1    15     2    15
  6.2698481390038063E-01 a      1266     1    15     2    16
 -5.8825591520402414E+00 a      1267     1    15     2    17
 -1.2390532559257701E-01 a      1268     1    15     2    18
  4.5361289691328777E-01 a      1269     1    15     2    19
 -3.6962339632637029E+00 a      1270     1    15     2    20
 -6.7734173823271171E-01 a      1271     1    15     2    21
  6.4156518469774160E-01 a      1272     1    15     2    22
 -3.4992509773264437E+00 a      1273     1    15     2    23
  2.9492701543032773E-01 a      1274     1    15     2    24
  1.3411671443388856E-01 a      1275     1    15     2    25
  1.8797053106227575E+00 a      1276     1    16     2     1
 -1.0468953017433640E-01 a      1277     1    16     2     2
  1.4220492211793576E-01 a      1278     1    16     2     3
  7.2110882390472297E-01 a      1279     1    16     2     4
  1.6598347467259085E+00 a      1280     1    16     2     5
 -6.9189366277312725E-01 a      1281     1    16     2     6
 -3.3569478457951640E+00 a      1282     1    16     2     7
  2.8941784474356597E-01 a      1283     1    16     2     8
  1.1441812854138969E+00 a      1284     1    16     2     9
  3.5546289438640732E+00 a      1285     1    16     2    10
  3.5961168298106383E+00 a      1286     1    16     2    11
  7.7731664874524564E-01 a      1287     1    16     2    12
 -1.5026068293530923E+00 a      1288     1    16     2    13
  3.4349552973990312E+00 a      1289     1    16     2    14
  1.1580080195953546E+00 a      1290     1    16     2    15
 -9.0567311558149802E-02 a      1291     1    16     2    16
 -5.5851380683367333E+00 a      1292     1    16     2    17
  1.5435995655455303E+00 a      1293     1    16     2    18
 -1.4908752815846897E+00 a      1294     1    16     2    19
 -1.5832002798128408E+00 a      1295     1    16     2    20
 -7.3225774931034082E-01 a      1296     1    16     2    21
  1.0945534317765846E+00 a      1297     1    16     2    22
 -3.3366454214394596E+00 a      1298     1    16     2    23
 -7.6568558503824036E-01 a      1299     1    16     2    24
 -5.2144493262357561E-01 a      1300     1    16     2    25
 -1.3253295891851977E-01 a      1301     1    17     2     1
  1.9021453917861822E-01 a      1302     1    17     2     2
 -4.1347170584446491E-01 a      1303     1    17     2     3
 -3.4296538191536224E-01 a      1304     1    17     2     4
 -3.8154329474841625E-01 a      1305     1    17     2     5
 -3.6253348158632581E-01 a      1306     1    17     2     6
  2.4622539336567084E+00 a      1307     1    17     2     7
  1.8261075011422320E-01 a      1308     1    17     2     8
 -3.2134541563188708E+00 a      1309     1    17     2     9
 -6.4243679072273796E-02 a      1310     1    17     2    10
 -2.6578356878901543E-01 a      1311     1    17     2    11
 -1.6380594089608420E+00 a      1312     1    17     2    12
  1.3990069430980212E+00 a      1313     1    17     2    13
  2.3537125499325939E+00 a      1314     1    17     2    14
  9.9822565804526548E-03 a      1315     1    17     2    15
  3.9933383782686993E-01 a      1316     1    17     2    16
 -9.0912271433730672E-03 a      1317     1    17     2    17
 -2.1667102411324321E-01 a      1318     1    17     2    18
 -7.5360936139707435E-01 a      1319     1    17     2    19
 -5.4741080717873696E-02 a      1320     1    17     2    20
 -4.3665515852609227E-01 a      1321     1    17     2    21
  4.2962570247970211E-01 a      1322     1    17     2    22
  1.1398107064955449E+00 a      1323     1    17     2    23
 -3.7343647410368574E-01 a      1324     1    17     2    24
  1.3378927162990659E-01 a      1325     1    17     2    25
 -2.4649490449356941E+00 a      1326     1    18     2     1
 -5.8595320583814852E+00 a      1327     1    18     2     2
  2.4238506377910429E+00 a      1328     1    18     2     3
  5.0555237398315951E+00 a      1329     1    18     2     4
  2.7250262681710500E+00 a      1330     1    18     2     5
  1.8852300717064971E+01 a      1331     1    18     2     6
 -3.0818146321550483E-01 a      1332     1    18     2     7
 -3.8200144488926204E+00 a      1333     1    18     2     8
 -3.5367333633662570E+00 a      1334     1    18     2     9
  4.8819364585137075E+00 a      1335     1    18     2    10
  1.1892056140922126E+01 a      1336     1    18     2    11
  1.7661755219967691E+01 a      1337     1    18     2    12
 -3.6148619188648108E+00 a      1338     1    18     2    13
 -2.7863712494984244E-01 a      1339     1    18     2    14
 -1.1641152457906134E+00 a      1340     1    18     2    15
  4.4990686897878094E+00 a      1341     1    18     2    16
  1.1387409993319104E+00 a      1342     1    18     2    17
  5.0990402678503575E+00 a      1343     1    18     2    18
 -2.3189773653865704E+01 a      1344     1    18     2    19
  1.3078972807818472E+01 a      1345     1    18     2    20
 -1.4746309650293938E+00 a      1346     1    18     2    21
 -1.9919323123473416E+00 a      1347     1    18     2    22
 -2.5598272069672561E+00 a      1348     1    18     2    23
 -2.9065015955285727E+00 a      1349     1    18     2    24
  3.3265301363785431E+00 a      1350     1    18     2    25
  7.0285774792884670E-01 a      1351     1    19     2     1
  5.9337025804502319E-01 a      1352     1    19     2     2
 -2.3652075522688584E-01 a      1353     1    19     2     3
  4.7340063298144547E-01 a      1354     1    19     2     4
  3.4946446588061508E-01 a      1355     1    19     2     5
 -5.6079891179585950E-01 a      1356     1    19     2     6
 -4.5429753554970471E+00 a      1357     1    19     2     7
 -1.1050685061466003E+00 a      1358     1    19     2     8
  4.2477952040720703E+00 a      1359     1    19     2     9
  3.1605930602928094E+00 a      1360     1    19     2    10
  1.5309925605191717E+00 a      1361     1    19     2    11
  1.3413497061401061E+00 a      1362     1    19     2    12
 -2.5658896982905506E+00 a      1363     1    19     2    13
 -3.3706899256048212E-01 a      1364     1    19     2    14
  8.5932988918354172E-02 a      1365     1    19     2    15
  2.6194928876741991E-02 a      1366     1    19     2    16
  1.9286401160338129E+00 a      1367     1    19     2    17
  9.3103653114241347E-01 a      1368     1    19     2    18
  1.0673068419058911E+00 a      1369     1    19     2    19
 -7.7289622020852333E-01 a      1370     1    19     2    20
 -1.0982615852476774E+00 a      1371     1    19     2    21
  9.2328463997953109E-02 a      1372     1    19     2    22
 -2.8006682140362567E+00 a      1373     1    19     2    23
 -1.4811145087556790E+00 a      1374     1    19     2    24
  7.1042088543231530E-01 a      1375     1    19     2    25
  5.5695609681784630E-01 a      1376     1    20     2     1
 -9.4256779334426766E-01 a      1377     1    20     2     2
  5.0970544484757863E-01 a      1378     1    20     2     3
 -1.4401746756194433E+00 a      1379     1    20     2     4
  1.1372567298094556E+00 a      1380     1    20     2     5
  2.9443495047282688E+00 a      1381     1    20     2     6
  9.8476239487501838E-01 a      1382     1    20     2     7
  4.0664976069642583E-01 a      1383     1    20     2     8
 -9.7514724681946685E-01 a      1384     1    20     2     9
  5.0241433194439522E-01 a      1385     1    20     2    10
 -1.0382799727819381E+00 a      1386     1    20     2    11
 -4.5204574785074153E-01 a      1387     1    20     2    12
  2.1707229693803258E+00 a      1388     1    20     2    13
 -4.5330976122217215E-01 a      1389     1    20     2    14
 -1.3228125536847777E+00 a      1390     1    20     2    15
  1.4397448136347668E+00 a      1391     1    20     2    16
 -4.9616274500707442E+00 a      1392     1    20     2    17
 -1.1724901401854133E+00 a      1393     1    20     2    18
  2.0440173742770495E+00 a      1394     1    20     2    19
 -1.3775294074297024E+00 a      1395     1    20     2    20
 -8.8463574506162268E-01 a      1396     1    20     2    21
 -1.0363198147724901E-02 a      1397     1    20     2    22
 -2.3598135409359502E+00 a      1398     1    20     2    23
 -3.8790392059508527E-01 a      1399     1    20     2    24
 -8.7112328203098888E-01 a      1400     1    20     2    25
 -1.5124257281521425E+00 a      1401     1    21     2     1
  7.6146423025782617E-02 a      1402     1    21     2     2
  1.2262511617838960E-01 a      1403     1    21     2     3
  1.7238371169351161E+00 a      1404     1    21     2     4
  9.6675499371535870E-02 a      1405     1    21     2     5
 -2.1373093414901772E+00 a      1406     1    21     2     6
 -6.1832736609863181E-01 a      1407     1    21     2     7
 -3.4131845007888284E-01 a      1408     1    21     2     8
 -8.0533884632505537E-01 a      1409     1    21     2     9
 -1.1404201176101507E+00 a      1410     1    21     2    10
 -1.0316558682604928E+00 a      1411     1    21     2    11
 -1.1215162768648781E+00 a      1412     1    21     2    12
 -2.2451818870456370E+00 a      1413     1    21     2    13
  2.0322021396118854E+00 a      1414     1    21     2    14
 -2.2476704203016218E-01 a      1415     1    21     2    15
 -7.2726065169688248E-01 a      1416     1    21     2    16
 -1.3107906115033048E+00 a      1417     1    21     2    17
 -3.9482838130592018E-01 a      1418     1    21     2    18
  3.6265388060013332E-01 a      1419     1    21     2    19
  3.7952400039390016E-01 a      1420     1    21     2    20
  1.9169517941100560E+00 a      1421     1    21     2    21
 -9.5557698155015169E-01 a      1422     1    21     2    22
  4.8566485586370672E-01 a      1423     1    21     2    23
  4.9759887107308269E-02 a      1424     1    21     2    24
 -1.5916268740245487E-01 a      1425     1    21     2    25
 -3.0025591781634958E-01 a      1426     1    22     2     1
 -5.6352570769581689E-01 a      1427     1    22     2     2
  1.4339059903693505E+00 a      1428     1    22     2     3
  5.8504278366067275E-01 a      1429     1    22     2     4
 -6.3553735556048749E-02 a      1430     1    22     2     5
 -3.2418241606373482E-01 a      1431     1    22     2     6
 -1.0153629588773021E+00 a      1432     1    22     2     7
 -1.9935034012695780E+00 a      1433     1    22     2     8
 -1.3046059035535764E+00 a      1434     1    22     2     9
 -5.4615478892560299E-01 a      1435     1    22     2    10
 -1.3697004625040934E+00 a      1436     1    22     2    11
 -1.8960349801411083E-01 a      1437     1    22     2    12
 -1.6802837554812682E+00 a      1438     1    22     2    13
  1.0887413627426057E+00 a      1439     1    22     2    14
 -5.0280573916905291E-01 a      1440     1    22     2    15
 -1.3723098056137431E+00 a      1441     1    22     2    16
 -8.4111692562025393E+00 a      1442     1    22     2    17
 -4.5559876297210411E-01 a      1443     1    22     2    18
  1.5336508804697893E+00 a      1444     1    22     2    19
 -1.6008877840269795E+00 a      1445     1    22     2    20
  1.6114251526879159E-01 a      1446     1    22     2    21
 -1.6606201870629969E-01 a      1447     1    22     2    22
 -3.4642244456058813E+00 a      1448     1    22     2    23
  3.9993545421070670E-01 a      1449     1    22     2    24
  3.1920305369339007E-02 a      1450     1    22     2    25
  9.0955061986950825E-01 a      1451     1    23     2     1
 -2.1049655129162026E-01 a      1452     1    23     2     2
  1.1409528360226660E+00 a      1453     1    23     2     3
  1.1188791390433168E+00 a      1454     1    23     2     4
 -2.0730083632175064E-01 a      1455     1    23     2     5
  1.8864032563271902E+00 a      1456     1    23     2     6
  2.2404475783694604E+00 a      1457     1    23     2     7
  7.1527663092547655E-01 a      1458     1    23     2     8
 -5.7436078894846387E-01 a      1459     1    23     2     9
  5.0396434513578059E-01 a      1460     1    23     2    10
  5.6501866845685045E-01 a      1461     1    23     2    11
  1.0680289773261618E-01 a      1462     1    23     2    12
  3.1590630310054335E+00 a      1463     1    23     2    13
  1.0352194157462853E+00 a      1464     1    23     2    14
 -4.2823972956698653E-02 a      1465     1    23     2    15
  1.3518182105448107E+00 a      1466     1    23     2    16
  3.4226524986199108E-01 a      1467     1    23     2    17
  9.0234041819791688E-01 a      1468     1    23     2    18
 -6.7216368419990546E-01 a      1469     1    23     2    19
  3.3611066267469063E+00 a      1470     1    23     2    20
 -1.0034555256173843E+00 a      1471     1    23     2    21
  8.7135826530866589E-01 a      1472     1    23     2    22
 -3.4922983018459630E-01 a      1473     1    23     2    23
 -1.8938271262114009E-01 a      1474     1    23     2    24
  6.1079151420404298E-01 a      1475     1    23     2    25
  6.2863336771459077E-01 a      1476     1    24     2     1
  5.7432320344935694E-01 a      1477     1    24     2     2
 -1.0444805565943005E+00 a      1478     1    24     2     3
  1.0380789637201053E+00 a      1479     1    24     2     4
  5.1350150342434064E-01 a      1480     1    24     2     5
 -2.1600102497541690E-01 a      1481     1    24     2     6
 -1.2401280194303653E-01 a      1482     1    24     2     7
  9.9583462143007007E-01 a      1483     1    24     2     8
 -6.1603045295491443E-01 a      1484     1    24     2     9
  3.0576847152316433E-01 a      1485     1    24     2    10
 -1.3474523160790652E+00 a      1486     1    24     2    11
 -9.1656368578584180E-01 a      1487     1    24     2    12
  9.4054801392126619E-01 a      1488     1    24     2    13
 -3.1458563487618629E-01 a      1489     1    24     2    14
 -1.7834926344048460E-01 a      1490     1    24     2    15
 -8.5769262078401395E-02 a      1491     1    24     2    16
  1.3465137896274557E-01 a      1492     1    24     2    17
 -2.7307242806629178E-01 a      1493     1    24     2    18
  2.4738565885275370E+00 a      1494     1    24     2    19
  1.5504128557080263E+00 a      1495     1    24     2    20
 -1.2242875613987070E+00 a      1496     1    24     2    21
  3.2977091853590590E-01 a      1497     1    24     2    22
  3.4796888824247030E+00 a      1498     1    24     2    23
 -2.6940254199233366E-01 a      1499     1    24     2    24
  3.4440876845098128E-01 a      1500     1    24     2    25
 -1.3434368172968747E+00 a      1501     1    25     2     1
 -5.9486855107205172E-01 a      1502     1    25     2     2
 -1.2299673431886481E-01 a      1503     1    25     2     3
 -2.5413457158808712E+00 a      1504     1    25     2     4
 -1.5276080294648975E+00 a      1505     1    25     2     5
  8.1052124761299194E-01 a      1506     1    25     2     6
 -4.0219759917566460E+00 a      1507     1    25     2     7
  1.0305967665257099E+00 a      1508     1    25     2     8
  2.3166590876972299E+00 a      1509     1    25     2     9
  3.3510438244896701E+00 a      1510     1    25     2    10
  3.5508053376587312E+00 a      1511     1    25     2    11
  1.1653171012353523E+00 a      1512     1    25     2    12
  3.4410317122293881E+00 a      1513     1    25     2    13
  1.2077318467877129E+00 a      1514     1    25     2    14
 -4.6088011623167707E-01 a      1515     1    25     2    15
 -1.0762077058162282E-01 a      1516     1    25     2    16
 -2.6319574612899475E+00 a      1517     1    25     2    17
  1.4903573241633463E+00 a      1518     1    25     2    18
 -1.7120712218475012E+00 a      1519     1    25     2    19
 -4.1489796403507171E+00 a      1520     1    25     2    20
  1.0647974647841336E+00 a      1521     1    25     2    21
  2.7835316732568399E-01 a      1522     1    25     2    22
  2.7819665553012229E+00 a      1523     1    25     2    23
 -1.8790331847717642E-01 a      1524     1    25     2    24
  4.2559061654644925E-01 a      1525     1    25     2    25
  9.8264601706323980E+00 b      1526     2     1
  1.2543893820313222E+01 b      1527     2     2
 -1.8645475864411878E+00 b      1528     2     3
  2.2693701531495512E+00 b      1529     2     4
 -6.5916309144091223E-01 b      1530     2     5
 -2.0971180350630586E+01 b      1531     2     6
 -9.4258964485960084E-01 b      1532     2     7
  5.1778941843035229E+00 b      1533     2     8
  1.6404821092165861E+01 b      1534     2     9
  1.0446736533210486E+00 b      1535     2    10
 -9.9053749519519965E+00 b      1536     2    11
 -1.3792517069057698E+01 b      1537     2    12
  6.9295069998326864E-01 b      1538     2    13
 -6.2770952612782507E+00 b      1539     2    14
  4.0792478459010004E+00 b      1540     2    15
 -4.6698013276443957E+00 b      1541     2    16
 -5.0258393113940700E+00 b      1542     2    17
 -7.1060692103045131E-01 b      1543     2    18
  2.5154503329076427E+01 b      1544     2    19
 -3.8477973697807819E+00 b      1545     2    20
 -6.5825653375260478E+00 b      1546     2    21
  4.4111809233622221E+00 b      1547     2    22
  7.7022152672312938E+00 b      1548     2    23
 -1.7278186514769811E+00 b      1549     2    24
  1.9951562251681901E-01 b      1550     2    25
  5.6531746078822573E+00 a      1551     2     1     3     1
  6.0776706667531668E+00 a      1552     2     2     3     1
  1.9927511162216589E+00 a      1553     2     3     3     1
  3.8316688916501791E+00 a      1554     2     4     3     1
 -3.3883754429902324E+00 a      1555     2     5     3     1
 -1.5287615596429314E+00 a      1556     2     6     3     1
 -2.3601833538262871E+00 a      1557     2     7     3     1
 -2.2621414566092093E+00 a      1558     2     8     3     1
  1.3822229726329918E+00 a      1559     2     9     3     1
  1.9505852875325806E+00 a      1560     2    10     3     1
  1.2554853711824627E+00 a      1561     2    11     3     1
  3.3757571642405453E+00 a      1562     2    12     3     1
 -1.4084846710710281E+00 a      1563     2    13     3     1
 -3.5055439083039897E+00 a      1564     2    14     3     1
  1.3324740534950044E+01 a      1565     2    15     3     1
 -3.0144919387948979E+00 a      1566     2    16     3     1
  1.7673186955687020E-01 a      1567     2    17     3     1
  8.4420085667796805E+00 a      1568     2    18     3     1
 -4.5579754667383154E-01 a      1569     2    19     3     1
  1.5395123790750069E+00 a      1570     2    20     3     1
 -3.1831107885726357E+00 a      1571     2    21     3     1
  4.9834988657917556E+00 a      1572     2    22     3     1
  3.1229113468216751E-01 a      1573     2    23     3     1
 -5.4735959892679809E+00 a      1574     2    24     3     1
  5.7951710140540715E+00 a      1575     2    25     3     1
  1.4628837914953655E+01 b      1576     3     1
