################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.1500743338866459E-01 a      1551     1    20     2     1
 -9.1347648800774306E-01 a      1552     1    20     2     2
  3.8050377823945314E-01 a      1553     1    20     2     3
 -6.9890192022241060E-01 a      1554     1    20     2     4
  1.3169223034251905E+00 a      1555     1    20     2     5
  5.9758027056113572E-01 a      1556     1    20     2     6
 -3.0712740098431905E+00 a      1557     1    20     2     7
 -2.0753028096247428E-01 a      1558     1    20     2     8
  1.2127052605643059E-01 a      1559     1    20     2     9
 -2.8191588323719725E+00 a      1560     1    20     2    10
  4.0685685421824958E-01 a      1561     1    20     2    11
 -9.1136460737176239E-01 a      1562     1    20     2    12
  2.5597531555787292E+00 a      1563     1    20     2    13
  1.9542446789533907E+00 a      1564     1    20     2    14
 -4.8212797731375007E-01 a      1565     1    20     2    15
 -6.2797524408143168E-01 a      1566     1    20     2    16
  9.9171396324395622E-01 a      1567     1    20     2    17
 -1.5539904541997775E+00 a      1568     1    20     2    18
 -2.5161474404101930E-01 a      1569     1    20     2    19
  1.5143183291151185E+00 a      1570     1    20     2    20
  3.7830510457964199E+00 a      1571     1    20     2    21
  8.4131915789119605E-02 a      1572     1    20     2    22
  1.8369256260634928E-01 a      1573     1    20     2    23
  4.6100613329511225E-01 a      1574     1    20     2    24
  5.9568745822033775E-01 a      1575     1    20     2    25
  3.0315750151345906E+00 a      1576     1    21     2     1
 -1.7346788533582311E+00 a      1577     1    21     2     2
 -7.8852058641395317E-01 a      1578     1    21     2     3
  6.5278791399595734E-02 a      1579     1    21     2     4
  8.4949932269995887E-01 a      1580     1    21     2     5
 -3.0584179832806535E-01 a      1581     1    21     2     6
  6.2126227407011445E+00 a      1582     1    21     2     7
  2.7780227732891088E-01 a      1583     1    21     2     8
 -3.1892930295731055E+00 a      1584     1    21     2     9
  3.6068778394322742E+00 a      1585     1    21     2    10
 -2.8649034284713037E-01 a      1586     1    21     2    11
  1.7454967944183178E-01 a      1587     1    21     2    12
  9.1480929086693441E-01 a      1588     1    21     2    13
 -1.1542389282819876E+00 a      1589     1    21     2    14
 -1.6486148933316708E-01 a      1590     1    21     2    15
  1.4312510370410561E+00 a      1591     1    21     2    16
  1.0099010807813398E+00 a      1592     1    21     2    17
 -4.3283879404679665E-01 a      1593     1    21     2    18
  3.7953497418646109E+00 a      1594     1    21     2    19
 -4.0615389515077799E-01 a      1595     1    21     2    20
  1.7516429509936740E+00 a      1596     1    21     2    21
 -3.7017783271778298E-01 a      1597     1    21     2    22
  1.1603964653064172E+00 a      1598     1    21     2    23
  9.0511727264406239E-01 a      1599     1    21     2    24
  1.8278817809031374E+00 a      1600     1    21     2    25
 -1.4756512852766417E+00 a      1601     1    22     2     1
  5.5664037244815145E-01 a      1602     1    22     2     2
 -3.1486109411793577E+00 a      1603     1    22     2     3
  4.7483283664959064E-01 a      1604     1    22     2     4
 -9.8638356159847329E-01 a      1605     1    22     2     5
 -3.3254251922859301E-01 a      1606     1    22     2     6
  4.0429220396989090E+00 a      1607     1    22     2     7
 -3.7629599094589844E-01 a      1608     1    22     2     8
  1.7466565774804415E+00 a      1609     1    22     2     9
 -9.1994876165788284E+00 a      1610     1    22     2    10
  3.0518284370397175E-01 a      1611     1    22     2    11
  8.4743292492017053E-01 a      1612     1    22     2    12
  3.4553678048479513E+00 a      1613     1    22     2    13
  2.7985692510745552E-01 a      1614     1    22     2    14
  3.0496226144872141E-01 a      1615     1    22     2    15
 -1.4542608248851472E+00 a      1616     1    22     2    16
 -4.8486433388056477E-01 a      1617     1    22     2    17
 -8.6881262826978878E-01 a      1618     1    22     2    18
 -5.2862720384296198E+00 a      1619     1    22     2    19
  1.4290829993692884E+00 a      1620     1    22     2    20
 -2.8502270596464951E+00 a      1621     1    22     2    21
 -8.0590743370644424E-01 a      1622     1    22     2    22
  5.5930999415805360E-01 a      1623     1    22     2    23
 -1.0191021795211188E+00 a      1624     1    22     2    24
  7.7444202636165071E-01 a      1625     1    22     2    25
  3.9688335215935671E+00 a      1626     1    23     2     1
  1.4519385993378222E+00 a      1627     1    23     2     2
  2.8508877542000763E+00 a      1628     1    23     2     3
 -5.7425471012895579E-01 a      1629     1    23     2     4
  7.8433091053013304E-01 a      1630     1    23     2     5
 -8.7158621741329689E-01 a      1631     1    23     2     6
 -5.2302181432752475E+00 a      1632     1    23     2     7
  1.8584363007456663E-02 a      1633     1    23     2     8
 -8.1881711762906413E+00 a      1634     1    23     2     9
  3.6985779062936692E+00 a      1635     1    23     2    10
 -2.5102834562997856E-01 a      1636     1    23     2    11
  1.2891779848059972E+00 a      1637     1    23     2    12
  3.1034920992907060E+00 a      1638     1    23     2    13
  1.4038421421638200E-01 a      1639     1    23     2    14
 -2.9349295779770168E+00 a      1640     1    23     2    15
 -1.2049124196763397E-01 a      1641     1    23     2    16
 -4.6834108202460956E-01 a      1642     1    23     2    17
  3.9866159810818904E+00 a      1643     1    23     2    18
  4.8611975594861478E-01 a      1644     1    23     2    19
 -7.9815459588547899E-01 a      1645     1    23     2    20
 -6.3561559837925119E-01 a      1646     1    23     2    21
  1.8868781335766971E+00 a      1647     1    23     2    22
  7.0240019313113460E-03 a      1648     1    23     2    23
 -4.6281802440311398E-01 a      1649     1    23     2    24
  4.1768080233986243E-01 a      1650     1    23     2    25
 -1.6389052533951085E+00 a      1651     1    24     2     1
  1.1706789045445556E+00 a      1652     1    24     2     2
  2.0110553617683804E+00 a      1653     1    24     2     3
 -2.1465736800587448E-01 a      1654     1    24     2     4
  2.6000873778900564E+00 a      1655     1    24     2     5
 -7.1075598650498373E-01 a      1656     1    24     2     6
  4.5484503208878618E-02 a      1657     1    24     2     7
 -1.0240641813372421E-01 a      1658     1    24     2     8
 -9.7934849264602120E-01 a      1659     1    24     2     9
  3.9186753818173168E+00 a      1660     1    24     2    10
 -1.9676074914964942E-01 a      1661     1    24     2    11
 -8.9994048645131419E-01 a      1662     1    24     2    12
  2.1678213861910586E-01 a      1663     1    24     2    13
 -6.5796855685023425E-01 a      1664     1    24     2    14
  4.9234298222477230E-01 a      1665     1    24     2    15
  1.5111049595836212E+00 a      1666     1    24     2    16
  6.9893607810762870E-01 a      1667     1    24     2    17
 -9.1991746073078193E+00 a      1668     1    24     2    18
  3.6225449173253090E+00 a      1669     1    24     2    19
  9.8433875732947915E-02 a      1670     1    24     2    20
  2.3912364873775016E+00 a      1671     1    24     2    21
  9.7229495553676837E-01 a      1672     1    24     2    22
 -8.1275039776132108E-01 a      1673     1    24     2    23
  1.3317688570576460E+00 a      1674     1    24     2    24
  3.6070000024411969E-01 a      1675     1    24     2    25
  4.3860023743853838E-01 a      1676     1    25     2     1
  5.3729383096364736E-01 a      1677     1    25     2     2
 -7.7900933524651758E-02 a      1678     1    25     2     3
  6.8599868129174435E-01 a      1679     1    25     2     4
 -2.7015221133047995E+00 a      1680     1    25     2     5
  1.0877851065437791E+00 a      1681     1    25     2     6
 -2.2039137433714089E+00 a      1682     1    25     2     7
 -2.3878961999221979E+00 a      1683     1    25     2     8
 -1.5194013191965166E+00 a      1684     1    25     2     9
  3.6195967654063703E+00 a      1685     1    25     2    10
  5.7822473810225916E-01 a      1686     1    25     2    11
  7.1930708341002636E-01 a      1687     1    25     2    12
  9.9768300614876709E-02 a      1688     1    25     2    13
  1.3271301588858944E+00 a      1689     1    25     2    14
 -1.8170828548264819E+00 a      1690     1    25     2    15
 -8.2111535379428291E-01 a      1691     1    25     2    16
 -8.0332026467530671E-01 a      1692     1    25     2    17
  1.1727531000230931E+00 a      1693     1    25     2    18
  7.0745741995487707E-02 a      1694     1    25     2    19
 -1.8069100659780728E+00 a      1695     1    25     2    20
  4.1252512300633809E-01 a      1696     1    25     2    21
  1.8022105893007252E+00 a      1697     1    25     2    22
  3.3570815743963554E-02 a      1698     1    25     2    23
 -8.1414105166541273E-01 a      1699     1    25     2    24
 -1.8468695725077739E+00 a      1700     1    25     2    25
 -1.4643409329649109E+00 b      1701     2     1
  5.8536509341221370E+00 b      1702     2     2
  8.3518874695020990E+00 b      1703     2     3
 -1.4305317818873211E+00 b      1704     2     4
  1.6884052336563526E+00 b      1705     2     5
  1.1595999725002266E+00 b      1706     2     6
  1.3099789113577414E+00 b      1707     2     7
 -5.8722733548826032E+00 b      1708     2     8
  1.7787400033072988E+01 b      1709     2     9
  2.5286698100196738E+00 b      1710     2    10
  6.5180139475926591E-01 b      1711     2    11
 -2.7673722221410428E+00 b      1712     2    12
 -3.0455212119282713E+00 b      1713     2    13
  4.4408975385565036E-01 b      1714     2    14
  2.4556770904487175E+00 b      1715     2    15
 -2.1036223860870931E+00 b      1716     2    16
  3.2191141800865579E+00 b      1717     2    17
 -1.8527721181627232E-01 b      1718     2    18
 -3.9077915673685619E+00 b      1719     2    19
  3.5569064715847114E+00 b      1720     2    20
 -9.6979830100741782E-01 b      1721     2    21
 -4.5744672814362746E+00 b      1722     2    22
 -3.1553618089985238E+00 b      1723     2    23
  1.3429299375330703E+00 b      1724     2    24
 -2.6784721129205726E+00 b      1725     2    25
  4.6656271965896212E-01 a      1726     2     1     3     1
 -1.9756363275156550E+00 a      1727     2     2     3     1
  2.9493602320078578E+00 a      1728     2     3     3     1
 -6.5960510545433904E+00 a      1729     2     4     3     1
 -9.3793634998451925E-01 a      1730     2     5     3     1
  3.8474436554471589E+00 a      1731     2     6     3     1
 -1.3515590080219997E-01 a      1732     2     7     3     1
  2.8605680958983384E+00 a      1733     2     8     3     1
 -1.1560203588582560E+00 a      1734     2     9     3     1
 -1.0590897334353255E-01 a      1735     2    10     3     1
 -4.9299305313828787E+00 a      1736     2    11     3     1
 -4.6242798782542387E+00 a      1737     2    12     3     1
  1.6039990203283877E-01 a      1738     2    13     3     1
 -1.8244345549105947E+00 a      1739     2    14     3     1
 -6.8163157661452756E+00 a      1740     2    15     3     1
  4.4470020578153342E+00 a      1741     2    16     3     1
  2.3450281424981942E+00 a      1742     2    17     3     1
  3.9945579911959922E-01 a      1743     2    18     3     1
 -1.5920751545680528E-01 a      1744     2    19     3     1
 -4.9250634680536864E-01 a      1745     2    20     3     1
  6.5348244645443909E-01 a      1746     2    21     3     1
 -2.8564629366371967E+00 a      1747     2    22     3     1
  5.1026749352266672E+00 a      1748     2    23     3     1
  6.3285373187930016E+00 a      1749     2    24     3     1
 -3.6468823262858008E-01 a      1750     2    25     3     1
  7.3144189577747758E+00 b      1751     3     1
